T1,T2,T3,T4,T5,T6,T7
6.371310913,7.647329121,7.747429306,8.11416185,6.412509897,5.483173077,5.585253456
6.362388469,6.708788053,7.15874036,7.51300578,6.346793349,5.057692308,5.48202765
5.970487303,6.997128087,6.982005141,7.375722543,7.699129058,4.683894231,5.17235023
6.768702814,7.26019529,7.632390746,7.954238921,10.25019794,4.743990385,5.606451613
6.260809883,7.358414704,7.696658098,8.04672447,8.859065717,4.748798077,5.502304147
6.8242965,6.950028719,7.329048843,7.744701349,10.01504355,5.266826923,5.317050691
6.89704873,7.187248708,6.996143959,7.628612717,10.4861441,5.447115385,5.305069124
6.343857241,6.994830557,7.633033419,8.158477842,10.52652415,4.711538462,5.295852535
6.21002059,7.180356117,6.997429306,7.616088632,11.11163895,5.668269231,5.951152074
6.563486616,7.206777714,6.739717224,7.375722543,11.38400633,5.048076923,4.906912442
6.058339053,6.338885698,7.807197943,8.441714836,12.0023753,4.734375,5.41843318
5.855181881,6.022975302,7.092544987,7.664739884,11.65399842,5.001201923,5.183410138
6.317776253,6.195290063,6.747429306,7.181599229,12.89707047,4.359375,5.98156682
6.468085106,6.788052843,6.996143959,7.541425819,11.97941409,5.263221154,5.844239631
6.383665065,6.586444572,7.988431877,8.368978805,12.04433888,4.777644231,5.296774194
6.150308854,6.840896037,7.014138817,7.501926782,11.12747427,5.155048077,5.402764977
6.361702128,7.381390006,7.761568123,8.240847784,12.13222486,4.768028846,5.442396313
6.487989019,9.26249282,7.041773779,7.629576108,12.63737134,4.717548077,5.897695853
6.699382292,10.25272832,7.323264781,7.789499037,12.0023753,4.552884615,5.293087558
7.339052848,9.388282596,8.149742931,8.503371869,12.38638163,5.335336538,5.483870968
6.14893617,9.990809879,7.120179949,7.496146435,12.06809184,4.963942308,5.456221198
6.288263555,10.70534176,7.697300771,8.05973025,12.49010293,4.908653846,6.026728111
6.903225806,10.8879954,7.914524422,8.25,12.99208234,4.996394231,5.909677419
6.240219629,11.23262493,7.614395887,7.842485549,12.38163104,4.913461538,6.087557604
6.411118737,11.39574957,7.409383033,7.633911368,12.67458432,5.224759615,5.773271889
6.709677419,9.878230902,7.984575835,8.087186898,12.66270784,4.908653846,5.757603687
7.412491421,11,7.596401028,7.764450867,12.23357086,5.394230769,7.082949309
6.899794097,9.449167145,7.929948586,8.111271676,12.91369755,5.050480769,8.029493088
7.468771448,8.112578978,7.642030848,7.761560694,13.20981789,4.802884615,9.465437788
6.685655456,7.711085583,7.52377892,7.610789981,13.74267617,4.888221154,10.16866359
6.805765271,8.032165422,7.45437018,7.521676301,12.79176564,5.060096154,12.21290323
6.943719973,7.998851235,7.482647815,7.586223507,12.60965954,4.974759615,13.29585253
6.8702814,7.25560023,7.517994859,7.54672447,11.33729216,5.245192308,14.88018433
6.521619767,7.201033889,6.652956298,6.883429672,8.273950911,5.051682692,15.33456221
6.590253946,7.126938541,6.962082262,7.110789981,8.357086302,5.367788462,18.13640553
6.697323267,6.509477312,6.948586118,7.061657033,8.799683294,5.633413462,17.83041475
6.727522306,6.96151637,6.919023136,7.154142582,7.694378464,5.915865385,15.92718894
6.647220316,7.121194716,6.255784062,6.408477842,7.926365796,5.701923077,5.207373272
6.493479753,7.017231476,6.721079692,6.851156069,7.033254157,5.550480769,5.816589862
6.575840769,7.093049971,6.472365039,6.509152216,7.574821853,5.495192308,5.311520737
7.20247083,9.2533027,7.449228792,7.458092486,8.197941409,5.698317308,5.057142857
6.606039808,9.794371051,6.414524422,6.496628131,7.208234363,5.575721154,5.141935484
6.520247083,10.36243538,6.851542416,6.903179191,7.444180523,5.743990385,4.725345622
6.829100892,11.50258472,7.559125964,7.57177264,7.665083135,5.397836538,5.33640553
6.470144132,10.70476738,7.22622108,7.285645472,8.013460016,5.990384615,4.904147465
7.098146877,9.973004021,7.31748072,7.260115607,8.445764054,5.305288462,5.22764977
6.327385038,11.62722573,7.897172237,8.039980732,8.309580364,5.919471154,5.341013825
6.943719973,10.85410684,7.58933162,7.846820809,7.336500396,5.574519231,5.666359447
6.745367193,10.64503159,7.580976864,7.692678227,7.697545527,5.942307692,5.21843318
6.590940288,10.08845491,9.47622108,9.736512524,7.429928741,6.014423077,5.580645161
6.97323267,10.64962665,13.25,13.488921,7.4101346,6.348557692,5.457142857
7.231297186,11.35611717,14.30141388,14.44701349,7.419635788,6.382211538,5.062672811
6.578586136,11.48535325,14.74678663,14.93930636,7.27949327,5.582932692,4.816589862
6.487989019,11.23721999,14.1503856,14.46290944,7.556611243,5.754807692,5.106912442
6.275223061,11.02125215,15.59511568,16.09393064,7.915281077,6.247596154,5.644239631
7.097460535,11.86674325,15.58161954,15.83766859,7.17418844,6.306490385,5.334562212
6.017844887,11.18322803,16.47236504,16.70472062,7.596199525,5.721153846,5.666359447
5.95813315,11.18322803,14.65167095,14.92774566,7.823436263,6.169471154,5.304147465
6.06108442,10.23147616,16.23714653,16.522158,7.380047506,6.344951923,4.906912442
6.644474949,10.30959219,17.42416452,17.82851638,7.207442597,6.025240385,4.918894009
6.529855868,8.458931648,17.33097686,17.44123314,7.062549485,5.588942308,5.485714286
6.577899794,8.359563469,13.47622108,13.32947977,7.444972288,5.987980769,5.32718894
7.367192862,7.904078116,12.02249357,11.74036609,7.023752969,5.338942308,4.856221198
6.231297186,7.410683515,11.86503856,11.52890173,7.394299287,5.822115385,5.034101382
6.622512011,7.618609994,10.59061697,10.30973025,7.331749802,5.861778846,5.059907834
7.138641043,7.619758759,11.3933162,11.21579961,7.209026128,5.492788462,5.042396313
7.385724091,7.205628949,10.25321337,10.15703276,7.186064925,6.179086538,4.902304147
6.651338367,7.255025847,10.09318766,10.00289017,7.424386382,6.051682692,4.798156682
6.704186685,7.376220563,10.80077121,10.68930636,7.520981789,6.0625,5.423041475
8.054907344,7.483630098,9.964010283,9.909922929,7.258907363,5.323317308,5.280184332
7.761153054,9.627225732,10.77442159,10.56213873,7.425178147,5.420673077,4.897695853
7.1297186,10.33084434,10.47750643,10.32080925,6.893903405,5.888221154,5.32718894
7.536032944,11.15336014,10.85796915,10.67100193,7.062549485,5.850961538,5.085714286
7.483184626,10.94141298,10.48136247,10.31647399,7.797307997,5.459134615,5.147465438
7.625257378,12.07524411,10.31169666,9.907996146,6.757719715,6.140625,5.047004608
7.475634866,11.9638139,10.52699229,10.32899807,6.673792557,5.082932692,5.253456221
7.349347975,12.15278576,11.41388175,10.96098266,6.403800475,5.925480769,4.93640553
7.839396019,12.69557725,9.7718509,9.573217726,6.866983373,5.514423077,6.107834101
7.579958819,12.1774842,9.559125964,9.288535645,6.972288203,5.762019231,5.129953917
8.143445436,12.47558874,9.592544987,9.294315992,6.872525732,5.658653846,5.105069124
7.699382292,11.82653647,9.636246787,9.410404624,6.854315123,5.758413462,5.368663594
7.188057653,12.64675474,8.940874036,8.586705202,6.901821061,6.030048077,5.392626728
7.405628003,11.62148191,9.636246787,9.169075145,6.92557403,6.114182692,5.011059908
7.288263555,12.16599655,8.480077121,8.119460501,7.399841647,5.782451923,5.166820276
7.179135209,11.99483056,8.543701799,8.144508671,7.578780681,5.236778846,5.011059908
7.643102265,12.56346927,7.827763496,7.726396917,7.544734759,5.893028846,5.423963134
7.434454358,10.18839747,8.470437018,8.172447013,7.517814727,5.878605769,5.000921659
7.329444063,12.19586445,8.221079692,7.894508671,7.541567696,5.963942308,4.838709677
7.456417296,11.90522688,8.508997429,8.159441233,9.154394299,5.711538462,5.323502304
7.392587509,11.11372774,8.141388175,7.871868979,12.39113222,6.379807692,4.887557604
7.258064516,10.01952901,7.871465296,7.59344894,14.69279493,6.262019231,5.670967742
6.827728209,11.94313613,7.275064267,7.064547206,14.37529691,5.778846154,5.18156682
6.874399451,11.26479035,7.938946015,7.587186898,13.78939034,5.592548077,5.143778802
7.179821551,11.74612292,11.84190231,11.11223507,14.78226445,5.864182692,5.355760369
6.185998627,12.04078116,12.66323907,12.03805395,14.77988915,5.474759615,5.425806452
7.022649279,11.67375072,11.21722365,10.76011561,14.55502771,5.570913462,5.774193548
6.882635553,11.61688685,8.230719794,8.025529865,10.46555819,5.96875,5.302304147
6.860672615,12.00229753,7.807840617,7.559248555,8.796516231,6.262019231,5.062672811
7.196293754,10.1774842,7.560411311,7.286127168,8.461599367,6.054086538,5.606451613
6.964996568,8.787478461,7.547557841,7.35982659,7.576405384,6.067307692,5.399078341
7.056280027,8.010338886,7.287275064,7.010597303,8.079968329,6.179086538,5.270046083
6.552505148,8.187248708,7.144601542,6.8261079,7.619160728,5.698317308,4.929953917
7.04186685,7.892590465,7.506426735,7.166666667,7.855898654,5.602163462,4.955760369
6.949210707,8.767375072,7.723007712,7.414258189,7.483768804,5.758413462,5.525345622
7.207275223,8.201033889,7.86311054,7.503371869,7.725257324,6.266826923,5.148387097
7.261496225,7.932797243,7.460154242,7.172928709,7.835312747,5.665865385,5.357603687
6.969114619,8.932797243,7.888817481,7.52938343,8.104513064,5.824519231,5.641474654
7.405628003,11.0953475,8.532133676,8.053468208,8.387173397,5.725961538,5.493087558
6.798215511,12.04135554,7.543059126,7.193641618,7.884402217,6.242788462,5.462672811
6.875772135,12.63009765,7.491002571,7.22061657,7.831353919,5.614182692,5.521658986
6.144131778,12.30327398,7.373393316,7.092967245,7.512272367,6.372596154,5.07281106
6.362388469,12.82825962,7.607969152,7.191233141,7.316706255,5.605769231,5.84516129
6.612903226,12.48994831,7.851542416,7.503853565,7.858273951,5.681490385,5.122580645
6.11050103,12.21309592,7.670308483,7.328998073,8.098178939,6.090144231,5.397235023
6.06863418,12.24181505,7.596401028,7.223988439,7.592240697,5.951923077,5.202764977
7.192175704,13.03216542,7.649742931,7.244701349,7.774346793,5.981971154,4.861751152
6.525737817,13.11889719,7.387532134,6.937379576,7.319081552,6.388221154,5.86359447
7.048043926,12.62263067,8.042416452,7.573699422,8.432304038,5.978365385,5.329953917
6.823610158,13.14531878,7.566838046,7.183044316,8.523357086,6.039663462,5.664516129
7.165408373,13.39058013,7.489717224,7.210500963,7.495645289,5.867788462,5.281105991
7.29787234,13.04135554,7.67159383,7.176300578,7.675376089,6.573317308,4.898617512
6.995881949,13.36473291,8.016066838,7.534200385,8.009501188,6.283653846,5.349308756
6.647220316,13.26364159,7.582262211,7.311657033,7.281868567,6.431490385,5.090322581
6.861358957,12.40206778,7.303984576,6.894026975,7.313539192,6.149038462,5.583410138
7.163349348,13.03905801,7.372107969,7.09344894,8.152019002,6.118990385,5.250691244
6.927247769,12.6645606,7.412596401,7.118015414,7.840855107,6.21875,5.135483871
6.689773507,12.68523837,7.055269923,6.71628131,7.435471101,6.375,5.342857143
6.517501716,12.56174612,7.314910026,6.907996146,8.425178147,6.798076923,5.392626728
6.409746054,13.20792648,7.464010283,7.103564547,7.990498812,6.734375,5.352073733
6.651338367,12.22630672,7.420308483,7.071290944,8.076009501,5.956730769,5.032258065
6.402196294,12.35381964,7.908097686,7.511078998,7.698337292,6.461538462,5.35483871
6.055593686,12.58414704,7.511568123,7.159441233,7.801266825,6.444711538,5.361290323
6.905284832,12.46410109,8.082262211,7.602119461,8.034837688,6.870192308,5.160368664
6.350034317,13.80068926,7.451156812,7.113198459,8.311955661,6.875,5.589861751
6.181880577,13.41298105,8.133676093,7.716763006,7.756136184,6.045673077,5.220276498
6.267673301,11.65766801,8.23907455,7.772639692,8.338083927,7.578125,4.865437788
6.018531229,11.25962091,7.642673522,7.376204239,8.011084719,7.064903846,5.489400922
6.401509952,9.808730615,7.816838046,7.475915222,7.934283452,6.818509615,5.364976959
6.516129032,9.692130959,8.581619537,8.047687861,8.195566112,6.649038462,5.070967742
6.204529856,9.482481333,8.346401028,7.822254335,8.604117181,6.825721154,5.1640553
6.073438572,8.900631821,8.484575835,8.052986513,8.707046714,6.84375,5.787096774
6.015785861,8.677197013,8.690874036,8.217726397,8.692794933,7.758413462,5.900460829
6.553191489,8.531878231,8.73907455,8.141136802,8.236737926,7.223557692,5.047004608
5.991763898,8.895462378,9.255784062,8.518304432,8.596199525,6.741586538,5.377880184
5.758407687,9.125789776,9.035347044,8.323699422,8.775930325,7.479567308,5.87281106
6.251201098,9.983342906,8.948586118,8.278901734,8.156769596,6.924278846,5.010138249
6.892930679,12.64503159,9.16966581,8.503853565,8.916864608,6.551682692,5.324423963
6.262182567,14.46237794,9.706298201,8.900770713,8.454473476,7.310096154,5.616589862
5.901166781,14.02814474,10.24357326,9.328516378,8.716547902,7.215144231,5.170506912
6.642415923,14.87535899,9.705655527,8.891618497,8.463974663,7.106971154,5.286635945
6.647906658,15.05169443,9.405526992,8.574662813,8.871733967,7.772836538,5.380645161
6.049416609,14.85985066,10.14845758,9.220134875,8.19239905,7.591346154,5.175115207
5.819492107,15.32280299,9.913881748,9.018786127,8.54631829,7.292067308,5.202764977
5.997254633,15.17059161,11.8348329,10.55924855,12.48535234,7.578125,5.124423963
6.832532601,14.61803561,17.07904884,14.90944123,15.50514648,7.465144231,4.869124424
7.482498284,14.66973004,19.1651671,16.62186898,16.98258116,6.671875,5.505990783
6.326012354,13.91326824,20.61632391,17.92052023,17.8733175,7.662259615,5.505069124
6.396705559,14.1412981,20.90874036,18.30105973,18.44022169,7.903846154,4.888479263
6.654083734,14.36473291,21.69730077,18.91184971,18.37292162,6.923076923,5.335483871
7.177762526,13.91326824,22.46401028,19.76926782,17.86064925,7.224759615,5.000921659
7.012354152,14.78345778,15.15359897,13.48603083,17.16547902,7.395432692,5.509677419
6.155113246,14.38311315,12.3688946,11.10789981,16.51306413,7.137019231,5.265437788
7.371310913,14.71338311,11.37017995,10.36849711,17.51781473,7.123798077,5.31797235
6.707618394,15.43365882,10.06233933,9.188342967,17.28503563,7.412259615,4.758525346
6.776938916,14.91326824,9.844473008,9.082369942,18.39034046,6.935096154,5.352073733
6.66781057,15.2498564,9.581619537,8.929672447,18.3871734,7.506009615,5.344700461
6.717227179,14.61918438,8.833547558,8.274566474,17.6381631,7.366586538,5.70875576
6.877144818,15.79379667,9.742930591,9.131021195,18.55977831,6.731971154,5.323502304
7.212079616,14.55829983,9.120822622,8.508188825,18.23832146,7.868990385,5.052534562
7.065202471,14.83342906,8.485861183,7.852601156,17.81393508,7.628605769,4.730875576
7.281400137,15.23721999,9.458868895,9,17.99683294,7.234375,5.436866359
6.781056966,15.30327398,9.307197943,8.886801541,18.05146477,6.856971154,5.038709677
7.096774194,15.7007467,8.731362468,8.293834297,18.5415677,7.246394231,5.476497696
7.107069321,15.44572085,9.877249357,9.257707129,18.26444972,7.536057692,5.114285714
7.846259437,15.55025847,9.256426735,8.52504817,17.87015044,6.944711538,5.185253456
7.307481126,14.82309018,9.623393316,8.965799615,16.3365004,7.355769231,5.905990783
7.360329444,14.02182654,9.851542416,9.1738921,17.15360253,6.989182692,4.949308756
7.189430336,14.63067203,9.561053985,8.875722543,16.29849565,7.786057692,5.424884793
7.508579272,14.47673751,9.479434447,8.793834297,16.14647664,6.495192308,4.940092166
7.605353466,14.73118897,9.379820051,8.768786127,16.15122724,6.801682692,5.519815668
7.049416609,15.21826536,9.156812339,8.457129094,16.45605701,7.471153846,5.464516129
7.235415237,14.2435382,8.749357326,8.257225434,17.6175772,7.235576923,5.191705069
7.19080302,14.64330844,9.280848329,8.755298651,15.74980206,7.383413462,5.765898618
7.352093342,12.13785181,8.566195373,8.099229287,13.32224861,7.230769231,5.360368664
7.540837337,10.8879954,8.109254499,7.654624277,9.013460016,7.603365385,5.615668203
6.932052162,10.24870764,8.024421594,7.736512524,8.758511481,6.895432692,6.474654378
7.307481126,9.585295807,8.809768638,8.385356455,8.315914489,7.269230769,6.511520737
7.671242279,10.3222286,9.40874036,8.800578035,6.995249406,7.008413462,6.11797235
7.144818119,12.38196439,9.26285347,8.63583815,6.939825812,6.969951923,6.205529954
7.083047358,14.44055141,8.85218509,8.322736031,8.467933492,7.329326923,6.130875576
6.680164722,14.93624354,8.937017995,8.460500963,7.135391924,7.308894231,6.839631336
7.658201784,16.40436531,8.707583548,8.146917148,7.374505146,7.042067308,6.248847926
7.815374056,16.89948306,8.847043702,8.333333333,7.509105305,6.794471154,6.513364055
7.391214825,15.86099943,9.213367609,8.615606936,7.365795724,7.019230769,6.840552995
7.650652025,17.02469845,9.46722365,8.746146435,7.400633413,6.622596154,6.179723502
7.122855182,16.53245261,10.14267352,9.340077071,7.458432304,7.013221154,6.555760369
7.056280027,15.79781735,9.241645244,8.554913295,7.178939034,6.623798077,6.086635945
6.851750172,13.05743825,8.974935733,8.367533719,7.387965162,9.424278846,5.635023041
7.26698696,14.64215968,9.377249357,8.74566474,6.988123515,11.43269231,6.081105991
7.008922443,14.96496267,9.11311054,8.46628131,7.931908155,7.778846154,6.120737327
6.683596431,14.49109707,9.142030848,8.505298651,7.144893112,7.027644231,6.976958525
6.668496911,13.35726594,8.840616967,8.267822736,8.345209818,6.491586538,6.38156682
6.80164722,14.82021827,9.469794344,8.911849711,7.5898654,7.233173077,6.200921659
7.028140014,14.59908099,8.548200514,7.999036609,6.842438638,6.21875,5.986175115
6.563486616,14.44916715,8.745501285,8.293834297,7.110847189,6.637019231,6.492165899
7.495538778,15.12636416,9.225578406,8.653179191,7.448139351,6.743990385,7.049769585
6.635552505,15.64560597,9.000642674,8.520712909,10.49247823,6.368990385,6.869124424
7.030885381,15.45318782,9.292416452,8.789017341,13.09817894,6.670673077,6.864516129
6.804392588,16.43595635,9.17159383,8.61416185,13.09342835,6.133413462,6.800921659
6.359643102,16.00861574,9.166452442,8.577552987,14.09501188,6.788461538,6.813824885
6.541523679,17.12808731,8.644601542,8.121387283,13.38796516,6.891826923,6.905069124
6.880576527,15.95921884,9.105398458,8.674855491,8.935075218,7.079326923,6.811059908
6.93136582,15.24755887,8.587403599,8.084296724,8.047505938,6.481971154,7.146543779
6.68702814,15.12521539,8.926735219,8.316473988,6.810768013,6.560096154,6.502304147
6.604667124,17.07869041,8.279562982,7.851156069,7.021377672,6.258413462,6.105990783
6.976664379,16.57265939,8.259640103,7.844412331,7.262074426,6.65625,7.310599078
6.533973919,17.9638139,8.735218509,8.229287091,7.435471101,6.704326923,6.321658986
7.211393274,16.6249282,9.30655527,8.794315992,7.606492478,7.21875,6.419354839
7.365820178,16.48937392,8.833547558,8.408477842,10.67300079,6.453125,6.448847926
6.956074125,17.1315336,8.841902314,8.356936416,10.85273159,6.413461538,6.568663594
6.66026081,15.12808731,9.002570694,8.427263969,11.41567696,6.745192308,6.346543779
6.969114619,16.61746123,8.898457584,8.329479769,12.12351544,6.709134615,6.853456221
6.528483185,15.39000574,8.356683805,7.929190751,11.60728424,6.342548077,6.517050691
6.827041867,16.37794371,9.850257069,9.163294798,12.19556611,6.734375,6.676497696
7.065202471,15.23205055,8.415809769,7.828034682,11.25653207,6.270432692,6.911520737
7.043925875,14.37564618,9.667095116,8.882466281,9.451306413,6.552884615,6.905069124
6.518188058,13.88282596,9.167737789,8.539980732,9.224861441,6.375,6.617511521
6.666437886,14.18437679,9.211439589,8.538535645,7.136975455,6.539663462,7.164976959
6.832532601,14.33141872,9.422236504,8.717244701,6.654790182,7.020432692,6.529953917
6.769389156,15.05399196,9.746786632,8.94894027,6.164687253,7.133413462,6.113364055
6.624571036,15.48248133,9.474293059,8.747109827,7.576405384,6.581730769,6.553917051
6.759780371,14.35956347,8.959511568,8.172928709,9.125098971,6.408653846,6.26359447
6.639670556,15.78805284,9.596401028,8.785163776,10.12984956,6.876201923,5.714285714
6.435827042,16.36415853,8.711439589,8.013969171,10.07046714,6.516826923,6.20921659
6.566918325,17.07811603,8.679948586,8.114643545,9.614410135,6.487980769,6.210138249
6.189430336,16.25215393,9.429305913,8.71194605,10.17339667,7.28125,6.021198157
6.849004804,16.73865594,9.316838046,8.545761079,10.52256532,7.074519231,6.257142857
6.964996568,17.14302125,9.298200514,8.583815029,10.93349169,6.745192308,6.487557604
7.644474949,15.23492246,9.533419023,8.731213873,11.88519398,6.393028846,6.398156682
7.474262183,15.41872487,8.735861183,7.91088632,12.41646873,6.757211538,6.0359447
7.105696637,15.93911545,9.550128535,8.744219653,11.68804434,7.068509615,5.986175115
7.269045985,16.01263642,9.379820051,8.516377649,10.98337292,7.215144231,5.821198157
6.823610158,16.38196439,9.181876607,8.475433526,10.47980998,6.572115385,6.425806452
6.474262183,17.31648478,9.156169666,8.365125241,9.715756136,6.600961538,5.932718894
6.139327385,16.65651924,10.18187661,9.247591522,10.82185273,6.78125,6.21843318
6.669183253,16.8058587,9.386246787,8.481695568,8.042755344,6.896634615,6.129032258
6.550446122,15.07983917,9.018637532,8.220134875,7.185273159,7.117788462,5.847004608
6.306108442,14.60252728,10.22300771,9.378131021,6.887569279,6.018028846,6.93640553
6.301304049,15.3716255,9.469794344,8.655587669,6.939825812,6.179086538,5.886635945
6.190116678,16.84721424,10.10475578,9.139210019,7.007125891,7.448317308,6.309677419
6.107069321,17.15336014,10.02634961,9.11416185,7.326207443,6.594951923,6.644239631
6.874399451,17.69844917,9.145244216,8.329961464,7.184481394,7.233173077,5.858064516
6.632120796,17.63296956,9.315552699,8.405587669,6.737133808,6.058894231,6.235023041
6.205902539,17.09477312,9.772493573,8.92822736,6.847189232,6.239182692,6.665437788
6.398764585,17.27512924,9.420951157,8.619460501,6.269992082,6.348557692,5.970506912
6.688400824,16.5692131,9.735218509,8.866570328,6.600158353,6.735576923,6.396313364
6.662319835,16.68179207,9.280848329,8.497109827,6.930324624,6.545673077,5.591705069
9.04186685,16.59620908,9.046915167,8.370423892,6.419635788,6.397836538,6.528110599
13.2807138,15.63699024,9.62403599,8.760597303,6.78226445,6.270432692,5.98156682
15.46877145,17.22400919,9.859254499,9.0761079,6.577988915,6.653846154,6.614746544
16.26492793,17.46582424,10.46079692,9.579479769,6.989707047,6.836538462,6.139170507
15.87577213,16.99195864,9.940231362,9.181117534,7.153602534,6.430288462,5.787096774
17.15236788,17.08673176,11.73457584,10.80635838,6.67141726,6.301682692,6.255299539
16.27659574,17.7501436,11.17095116,10.44267823,7.816310372,5.978365385,6.431336406
16.72614962,16.53647329,11.26349614,10.58959538,6.74584323,6.150240385,7.278341014
16.50652025,14.9672602,11.82326478,11.1416185,7.450514648,6.270432692,6.479262673
16.17776253,14.77197013,11.51799486,10.81406551,6.885193983,6.009615385,6.822119816
16.81880577,13.31074095,8.748714653,8.119460501,7.586698337,6.264423077,6.852534562
16.36170213,11.76507754,10.98971722,9.914739884,6.931908155,6.268028846,6.329032258
15.42827728,10.99597932,16.46465296,14.24470135,7.030087094,6.039663462,6.658064516
15.39190117,11.61286617,18.45822622,15.80876686,7.276326207,5.849759615,6.746543779
10.62182567,11.35037335,14.13431877,12.08092486,7.133016627,5.854567308,6.634101382
7.890871654,14.83917289,11.78791774,10.12813102,6.841646873,6.426682692,6.822119816
7.425531915,15.81332567,11.37724936,9.817919075,7.153602534,5.977163462,6.822119816
7.73301304,17.28489374,11.31362468,9.867533719,7.580364212,6.075721154,6.541013825
7.527796843,18.74037909,10.67673522,9.324662813,7.311163895,6.751201923,6.95483871
6.351407001,18.64962665,10.41323907,9.078516378,7.32858274,5.366586538,7.12718894
7.213452299,20.28834003,10.13560411,8.863680154,7.652414885,5.627403846,7.379723502
7.440631434,19.14531878,10.00321337,8.832851638,7.813935075,5.974759615,6.501382488
