B_1,B_2,B_4,T_1,T_2,T_4,G_1,G_2,G_4
3.949512092,3.490079365,3.592783505,7.207042851,6.26984127,6.208762887,3.269410267,3.803571429,3.152061856
3.369961816,3.419642857,3.547250859,7.056003394,7.337301587,6.707044674,3.17776835,3.689484127,3.416666667
3.583368689,3.691468254,3.39604811,7.002545609,6.929563492,5.577319588,3.132371659,3.467261905,2.698453608
3.924480272,3.290674603,3.414948454,7.063215952,6.79265873,6.279209622,3.112855325,3.408730159,3.248281787
3.588884175,3.526785714,3.380584192,7.280865507,6.981150794,6.10395189,3.134493,3.448412698,3.08419244
3.780229105,3.201388889,3.312714777,7.456088248,7.278769841,6.406357388,3.250318201,3.64484127,2.823024055
3.566822232,3.607142857,3.23024055,7.061943148,7.056547619,6.700171821,3.197708952,3.803571429,3.203608247
3.627068307,3.508928571,3.512886598,7.867204073,7.032738095,7.037800687,3.110309716,3.939484127,3.059278351
3.907933814,3.96031746,3.381443299,7.560882478,7.195436508,6.067010309,3.092066186,3.330357143,2.835051546
3.943572338,3.44047619,3.37371134,7.291896479,6.950396825,6.069587629,3.271531608,3.575396825,3.336769759
3.501909207,3.603174603,3.521477663,7.162070429,7.154761905,6.516323024,2.883326262,3.479166667,3.199312715
3.605430632,3.880952381,3.384879725,7.011030972,7.160714286,5.998281787,3.181586763,3.632936508,3.213917526
3.820534578,3.445436508,3.375429553,7.235893084,7.741071429,6.06443299,3.084429359,3.319444444,2.85652921
3.593126856,3.60515873,3.504295533,8.335596097,7.694444444,6.072164948,3.122613492,3.473214286,3.017182131
3.50572762,3.591269841,3.518900344,6.46245227,7.041666667,6.454467354,3.138311413,3.799603175,3.069587629
3.918540518,3.723214286,3.280068729,7.511243106,6.756944444,6.281786942,3.156130675,3.712301587,3.161512027
3.766228256,3.648809524,3.549828179,7.115400933,7.484126984,6.424398625,3.068731438,3.709325397,2.945017182
3.76071277,3.550595238,2.978522337,7.340263046,7.194444444,6.550687285,3.157827747,3.693452381,3.348797251
3.919389054,3.400793651,3.768041237,7.18455664,7.300595238,6.2104811,3.165464574,3.183531746,3.120274914
3.803563852,3.567460317,3.495704467,7.168010182,7.389880952,6.396907216,2.992787442,3.713293651,3.16838488
3.868476877,3.505952381,3.536941581,6.875689436,7.333333333,6.560996564,3.348324141,3.748015873,3.115120275
3.840899448,3.782738095,3.279209622,6.732286805,7.104166667,6.409793814,3.21637675,3.921626984,2.988831615
4.106491303,3.358134921,3.47766323,6.677556216,6.890873016,6.878865979,3.10012728,3.586309524,3.349656357
3.740772168,3.545634921,3.534364261,7.564700891,6.811507937,6.732817869,3.151039457,3.362103175,3.336769759
4.111158252,3.611111111,3.716494845,7.789563004,7.223214286,6.145189003,3.19813322,4.012896825,3.222508591
3.688587187,3.601190476,3.493986254,7.164191769,7.216269841,5.951030928,3.106491303,3.535714286,3.111683849
3.600763683,3.44047619,3.378865979,6.980907934,6.532738095,6.721649485,3.395417904,3.693452381,3.212199313
3.781077641,3.467261905,3.474226804,7.602036487,7.051587302,5.923539519,3.178192618,3.473214286,3.313573883
3.811624947,3.619047619,3.37628866,7.223589308,7.595238095,5.666666667,2.992787442,3.643849206,3.266323024
3.579974544,3.669642857,3.510309278,6.768349597,7.41765873,6.616838488,3.480271532,3.541666667,3.119415808
3.719983029,3.531746032,3.357388316,6.785320322,6.981150794,6.644329897,3.554094188,3.723214286,3.119415808
3.810352143,3.780753968,3.370274914,7.456088248,7.024801587,6.505154639,3.030971574,3.452380952,3.275773196
4.028001697,3.508928571,3.47766323,7.045396691,6.55952381,6.513745704,3.160797624,3.578373016,2.964776632
3.787441663,3.743055556,3.689003436,7.017394994,6.796626984,5.849656357,3.039881205,3.464285714,3.0395189
3.793381417,4.245039683,3.551546392,6.618158676,6.753968254,6.192439863,3.247348324,3.735119048,3.074742268
4.27110734,3.314484127,3.404639175,7.127280441,7.155753968,6.057560137,3.20280017,3.630952381,3.119415808
4.258803564,3.248015873,3.327319588,7.632583793,7.628968254,6.038659794,3.420449724,3.692460317,3.062714777
4.635977938,4.046626984,3.45532646,6.943572338,7.383928571,6.363402062,3.072125583,3.146825397,3.079037801
4.048790836,3.949404762,3.424398625,7.549427238,6.816468254,6.102233677,3.230377599,3.632936508,2.904639175
4.322868053,4.020833333,3.197594502,6.781926177,7.101190476,6.306701031,3.27789563,3.759920635,3.010309278
4.682223165,3.426587302,3.742268041,6.891387357,6.066468254,6.297250859,3.288926602,3.587301587,2.91580756
4.268561731,4.021825397,3.177835052,7.028425965,7.076388889,5.855670103,3.200254561,3.882936508,3.231099656
4.305897327,3.361111111,3.243986254,6.571064913,7.129960317,6.579037801,3.485362749,3.713293651,3.000859107
4.532032244,3.588293651,3.327319588,7.293169283,7.195436508,5.798969072,3.221892236,3.750992063,3.066151203
4.299957573,3.475198413,3.390893471,7.095036063,6.85515873,6.237113402,3.31438269,3.225198413,2.961340206
4.54221468,3.744047619,3.471649485,7.626644039,7.515873016,5.713917526,3.031395842,3.755952381,3.242268041
4.772592278,3.626984127,3.655498282,6.894781502,6.630952381,5.731958763,3.349596945,3.947420635,3.025773196
4.669070853,3.566468254,3.609965636,7.050912176,7.145833333,6.312714777,3.662706831,3.393849206,2.953608247
4.831989818,3.558531746,3.650343643,7.638523547,6.27281746,7.179553265,3.126007637,3.829365079,2.865120275
4.487059822,3.533730159,3.389175258,7.493423844,6.511904762,6.020618557,3.420873992,3.515873016,3.268900344
4.479847263,3.516865079,3.833333333,8.059821807,7.511904762,5.825601375,3.37590157,3.441468254,3.092783505
4.944845142,3.302579365,3.756013746,6.740772168,6.267857143,5.786082474,3.270683072,3.313492063,3.201030928
4.756045821,3.681547619,3.673539519,7.120492151,7.552579365,5.837628866,3.200678829,3.691468254,3.481958763
4.768349597,3.709325397,3.394329897,7.373780229,6.308531746,5.853092784,3.28256258,3.283730159,2.867697595
4.734408146,3.578373016,3.37628866,7.542638948,8.297619048,6.357388316,3.269834535,3.370039683,3.070446735
4.647433178,3.971230159,3.592783505,7.444633008,7.489087302,6.018900344,3.291896479,3.612103175,3.060996564
4.442087399,3.962301587,3.81443299,7.397963513,7.263888889,6.555841924,3.257106491,3.473214286,2.832474227
4.671192193,3.83531746,3.7895189,7.895630038,7.134920635,5.959621993,3.305048791,3.604166667,3.598797251
4.558336869,3.721230159,3.262027491,7.50106067,7.206349206,5.894329897,3.423419601,3.083333333,3.017182131
4.301230378,3.593253968,3.612542955,7.734408146,6.680555556,6.306701031,3.080186678,3.683531746,3.028350515
4.234196012,3.89484127,3.432130584,7.879083581,6.800595238,6.245704467,3.426389478,3.66765873,3.246563574
4.077641069,3.629960317,3.377147766,7.753075944,6.824404762,6.167525773,3.32583793,3.651785714,2.885738832
4.500212134,3.845238095,3.226804124,7.18667798,6.708333333,6.524914089,3.199406025,3.506944444,3.131443299
4.437844718,3.601190476,3.566151203,7.806533729,7.423611111,5.906357388,3.301230378,3.636904762,3.211340206
4.781501909,3.648809524,3.562714777,7.969452694,6.478174603,5.776632302,3.243954179,3.567460317,3.146907216
4.766652524,4.14484127,3.79209622,7.750954603,7.424603175,5.818728522,3.224013577,3.702380952,3.384879725
4.88162919,3.547619048,4.097938144,7.313958422,6.850198413,6.316151203,3.274925753,3.438492063,2.912371134
4.378871447,3.658730159,3.615120275,6.979635129,7.840277778,6.242268041,2.952906237,3.188492063,2.874570447
4.401357658,3.592261905,3.697594502,7.201103097,6.450396825,6.170962199,3.253288078,3.424603175,3.241408935
4.28256258,3.693452381,3.596219931,7.112855325,7.194444444,6.56443299,3.531183708,3.517857143,2.981958763
4.219346627,3.665674603,3.698453608,7.317776835,6.848214286,5.553264605,3.353415359,3.450396825,2.988831615
4.351718286,3.60218254,4.153780069,7.800593975,7.767857143,6.620274914,3.265591854,3.303571429,3.283505155
4.041578277,3.74702381,3.881443299,6.747560458,7.251984127,6.445876289,3.263894782,3.33531746,2.924398625
4.145948239,3.524801587,4.647766323,7.488332626,5.830357143,6.487113402,3.359355112,3.570436508,3.203608247
4.154433602,3.738095238,4.607388316,6.641493424,7.555555556,5.766323024,3.297836232,3.463293651,2.839347079
4.287653797,3.635912698,4.396907216,6.675434875,7.85515873,5.645189003,3.031395842,3.517857143,3.186426117
4.081459482,3.594246032,4.723367698,7.211709801,6.430555556,5.920962199,3.156554943,3.553571429,2.902061856
3.921086126,3.632936508,4.322164948,7.478150191,6.668650794,6.618556701,3.509121765,3.881944444,3.100515464
4.398812049,3.705357143,4.701030928,6.87696224,6.486111111,6.556701031,3.103945694,3.281746032,2.735395189
4.362749258,3.975198413,4.207044674,7.005091218,7.203373016,6.487113402,3.258379296,3.783730159,3.115120275
4.297836232,3.263888889,4.091065292,7.208315655,7.114087302,5.879725086,3.078489605,4.024801587,3.030927835
4.078913874,3.698412698,4.152061856,7.572761986,7.653769841,5.634879725,3.196860416,3.6875,3.128865979
4.232498939,3.606150794,4.192439863,6.77216801,7.200396825,6.089347079,3.300806109,3.698412698,3.315292096
4.443784472,3.826388889,4.683848797,7.22783199,7.160714286,6.004295533,3.301654646,3.746031746,2.894329897
4.152312261,3.697420635,4.199312715,6.798896903,7.379960317,6.479381443,3.535850658,3.447420635,2.98024055
4.00678829,3.487103175,4.329037801,7.436571913,6.818452381,5.85137457,3.148493848,3.435515873,3.141752577
4.046669495,3.396825397,4.307560137,6.959694527,7.468253968,5.731099656,3.22316504,3.50297619,3.031786942
4.065761561,3.712301587,3.554982818,7.131098854,7.132936508,5.761168385,3.126007637,3.72718254,2.947594502
4.37802291,4.040674603,3.532646048,6.900721256,7.20734127,6.08419244,2.97030123,3.766865079,3.159793814
3.978362325,3.576388889,4.001718213,6.755197285,6.860119048,5.704467354,3.067882902,3.637896825,2.901202749
4.027577429,3.686507937,4.071305842,6.190072126,7.345238095,6.023195876,3.294442087,3.625,3.049828179
3.954603309,3.607142857,3.719072165,7.306745863,7.060515873,6.170103093,3.069155706,3.46031746,3.155498282
4.063215952,4.10515873,3.512886598,6.977089521,6.757936508,6.37371134,3.246499788,3.470238095,3.026632302
4.379295715,3.983134921,3.49742268,7.012303776,6.816468254,5.68556701,3.092066186,3.39484127,3.280927835
3.923207467,3.714285714,3.437285223,7.381841324,7.311507937,5.843642612,3.041578277,3.395833333,2.720790378
4.249469665,3.761904762,3.658075601,6.976665252,6.711309524,5.902920962,3.126007637,3.246031746,3.120274914
3.872295291,3.607142857,3.624570447,6.752227408,7.712301587,5.609106529,3.210436996,3.549603175,3.170962199
4.083156555,3.750992063,3.54209622,7.169707255,7.581349206,6.167525773,3.044123886,3.510912698,3.2104811
3.756045821,3.607142857,3.655498282,7.000424268,7.382936508,6.133161512,3.362749258,3.235119048,3.29209622
3.721255834,3.514880952,4.017182131,6.991090369,6.698412698,6.201890034,3.220195163,3.550595238,2.945017182
3.75859143,3.948412698,3.640034364,6.896478574,7.075396825,6.24742268,3.196436148,3.442460317,3.052405498
3.677980484,3.965277778,3.479381443,6.907509546,6.624007937,5.959621993,3.187102249,3.438492063,3.155498282
3.759015698,3.887896825,3.533505155,6.92490454,6.668650794,6.323883162,3.769198133,3.1875,3.129725086
3.661434026,3.603174603,4.109965636,6.754773017,7.93452381,6.135738832,3.290199406,3.404761905,2.943298969
3.663555367,3.71031746,3.748281787,6.550275774,6.432539683,6.335910653,3.251591006,3.5,3.121134021
3.956300382,3.578373016,4.023195876,6.996181587,6.719246032,5.687285223,3.422571065,3.462301587,2.709621993
3.739499364,3.568452381,3.947594502,7.140008485,7.716269841,5.868556701,3.442511667,3.588293651,2.885738832
3.890963089,3.527777778,4.320446735,7.484938481,6.908730159,5.401202749,3.066185829,3.629960317,3.268041237
3.823504455,4.024801587,4.532646048,7.469664828,7.204365079,6.115979381,3.085702164,3.813492063,2.947594502
3.62409843,3.283730159,5.237972509,6.372507425,6.643849206,6.56443299,3.121764955,3.388888889,2.890893471
4.235044548,3.482142857,5.371993127,6.421298261,6.989087302,6.229381443,3.176495545,3.60515873,3.056701031
4.019092066,3.732142857,6.540378007,7.062367416,6.709325397,6.374570447,3.133220195,3.384920635,3.181271478
3.643614765,3.925595238,6.363402062,6.56045821,6.905753968,7.094501718,3.107764107,3.720238095,3.267182131
3.702588036,3.793650794,5.605670103,6.789138736,6.839285714,6.301546392,3.328383538,3.326388889,2.830756014
3.756045821,3.60218254,6.001718213,7.448027153,6.811507937,6.527491409,3.001272804,3.284722222,3.362542955
3.582520153,3.511904762,5.257731959,7.074671192,6.893849206,6.707044674,3.160797624,3.577380952,3.250859107
4.058124735,3.794642857,5.658934708,6.700042427,6.408730159,6.64604811,3.029274501,3.534722222,3.170103093
3.85659737,3.624007937,6.007731959,6.93848112,7.625992063,6.378006873,3.04327535,3.681547619,2.952749141
3.876537972,3.52281746,5.750859107,6.712770471,6.749007937,6.682130584,3.216801018,3.695436508,2.904639175
4.108188375,4.234126984,5.607388316,7.050487908,6.625,6.836769759,3.307170132,3.551587302,3.267182131
4.111158252,4.834325397,5.510309278,7.208739924,6.867063492,6.697594502,3.32117098,3.637896825,3.077319588
3.87696224,3.379960317,5.434707904,7.369537548,6.561507937,6.394329897,2.953754773,3.520833333,3.075601375
3.879932117,3.656746032,5.136597938,6.602885023,7.321428571,6.224226804,3.067882902,3.89484127,3.152061856
3.973271107,3.640873016,4.745704467,7.201103097,6.743055556,6.263745704,3.41450997,3.455357143,3.304982818
3.925753076,3.726190476,5.136597938,6.502757743,6.23015873,6.947594502,3.515061519,3.297619048,3.114261168
4.005515486,3.652777778,5.099656357,6.909630887,7.057539683,6.458762887,3.420449724,3.444444444,3.257731959
4.03182011,3.621031746,5.010309278,6.953754773,6.875992063,6.488831615,3.442511667,3.577380952,3.12628866
4.330080611,3.891865079,5.036941581,7.087823504,7.014880952,6.069587629,3.393296563,3.607142857,3.301546392
4.207891387,3.478174603,5.156357388,7.348324141,6.864087302,5.922680412,3.293169283,3.624007937,3.2895189
4.564700891,3.851190476,4.820446735,6.272380144,7.177579365,6.830756014,3.377598642,3.773809524,3.054982818
4.024607552,3.850198413,5.200171821,6.81332202,6.83531746,6.765463918,3.367840475,3.366071429,3.079037801
4.208739924,4.025793651,4.847079038,7.187526517,6.909722222,7.030927835,3.269410267,3.270833333,3.073024055
4.000424268,3.731150794,5.744845361,6.857445906,7.16765873,6.003436426,3.322443784,3.342261905,3.144329897
4.313534154,3.431547619,4.999140893,6.851506152,7.253968254,6.254295533,3.179041154,3.224206349,3.030927835
4.074671192,3.879960317,4.457044674,6.588459907,6.862103175,6.381443299,3.353415359,3.577380952,2.992268041
4.625795503,3.87202381,4.910652921,6.834111158,6.62797619,7.053264605,3.333050488,3.409722222,3.072164948
4.395417904,3.831349206,4.945017182,6.705133644,6.870039683,6.83419244,3.304200255,3.659722222,3.075601375
4.412812898,3.829365079,4.466494845,7.45099703,7.181547619,6.335910653,2.980059398,3.44047619,3.008591065
4.226559185,4.070436508,4.731958763,7.021213407,7.192460317,6.124570447,3.102248621,3.729166667,3.313573883
4.146796776,3.714285714,4.015463918,6.850233347,7.117063492,6.377147766,3.326262198,3.703373016,3.057560137
4.308442936,3.944444444,4.741408935,6.960118795,6.884920635,5.848797251,3.468392024,3.231150794,3.034364261
4.155706406,3.578373016,3.948453608,6.854900297,6.831349206,6.397766323,3.266016122,3.384920635,3.097938144
4.201103097,3.464285714,3.753436426,7.473058973,6.806547619,6.526632302,3.416631311,3.755952381,3.262886598
4.345778532,3.634920635,3.902061856,6.781501909,6.077380952,6.405498282,3.498090793,3.489087302,3.186426117
4.287229529,3.806547619,4.800687285,7.065337293,6.831349206,6.285223368,3.301230378,3.300595238,2.894329897
4.095036063,4.055555556,4.288659794,6.310988545,6.929563492,5.956185567,3.142978362,3.311507937,3.10137457
4.42596521,3.741071429,3.987113402,6.675859143,7.52281746,6.169243986,3.196436148,3.820436508,2.783505155
4.26431905,4.078373016,4.359965636,6.833262622,7.41468254,6.585051546,3.165464574,3.303571429,3.285223368
4.048366568,3.744047619,4.189862543,7.078913874,6.808531746,6.66838488,3.252439542,3.715277778,3.161512027
4.151039457,3.738095238,4.088487973,6.952906237,6.987103175,6.439003436,3.342384387,3.171626984,2.838487973
4.276198557,3.876984127,4.525773196,7.425540942,6.515873016,6.018041237,3.130250318,3.74702381,3.196735395
4.132795927,3.898809524,3.76975945,6.749681799,7.693452381,5.864261168,3.378447179,3.510912698,3.055841924
4.329656343,3.962301587,3.666666667,6.668646585,6.820436508,5.866838488,3.007212558,3.790674603,2.813573883
4.521001273,3.782738095,4.068728522,7.062367416,7.045634921,5.762027491,3.238438693,3.677579365,2.967353952
3.991938905,4.154761905,3.917525773,6.682647433,6.972222222,6.097079038,3.242257106,3.796626984,3.313573883
4.063640221,4.006944444,3.903780069,7.395842172,7.468253968,5.847079038,3.236317353,3.265873016,3.177835052
4.194739075,3.75,3.93556701,6.992787442,6.625992063,5.574742268,3.381841324,3.373015873,3.195876289
4.185829444,3.796626984,4.166666667,7.191769198,6.636904762,6.33419244,3.320746712,3.625992063,3.293814433
4.291047942,4.061507937,3.796391753,6.61731014,7.435515873,6.182989691,3.165464574,3.424603175,3.315292096
4.24819686,3.661706349,3.985395189,6.818837505,7.08234127,6.18814433,3.16631311,3.595238095,3.01975945
4.26644039,3.628968254,4.154639175,7.545608825,6.909722222,5.946735395,3.221467968,3.503968254,2.95790378
3.965210013,3.47718254,4.151202749,7.120067883,6.311507937,5.728522337,3.246499788,3.327380952,3
3.958421723,3.87797619,4.036082474,7.228256258,6.905753968,5.674398625,3.286380993,3.643849206,3.23024055
4.056427662,3.489087302,3.889175258,7.28256258,7.197420635,5.993986254,3.054306322,3.511904762,2.919243986
4.430207891,3.658730159,3.891752577,7.123462028,7.220238095,5.914089347,3.428935087,3.459325397,2.932989691
4.694102673,4.041666667,3.910652921,7.372507425,7.343253968,6.407216495,2.973271107,3.193452381,3.277491409
4.208315655,3.495039683,3.910652921,6.876537972,6.624007937,6.468213058,3.521849809,3.907738095,2.942439863
4.055579126,3.909722222,3.785223368,6.903266865,7.27281746,6.003436426,3.18455664,3.321428571,3.059278351
4.249045397,3.654761905,3.768041237,6.964361476,7.568452381,6.032646048,3.184980908,3.321428571,2.865979381
4.540941875,3.774801587,3.801546392,6.588459907,7.229166667,6.39347079,3.167585914,3.575396825,2.981958763
4.371658888,3.523809524,3.939003436,6.680950361,6.717261905,5.844501718,3.062791684,3.343253968,2.846219931
4.679677556,3.740079365,3.592783505,6.509970301,6.344246032,6.119415808,3.10012728,3.41765873,3.20790378
4.139584217,3.349206349,3.627147766,6.777683496,6.341269841,6.138316151,3.038608401,3.464285714,2.985395189
4.201527365,3.87202381,3.978522337,7.21637675,6.928571429,6.157216495,3.199406025,3.310515873,2.860824742
4.179465422,3.636904762,4.005154639,6.820958846,6.576388889,5.707044674,3.414085702,4.090277778,2.869415808
4.122613492,3.554563492,3.871993127,7.238014425,6.874007937,5.797250859,3.083156555,3.645833333,2.971649485
4.199406025,3.782738095,3.756013746,6.760288502,6.679563492,5.300687285,3.280441239,3.476190476,2.924398625
4.125583369,3.851190476,3.922680412,6.390750955,6.971230159,5.850515464,3.219770895,3.601190476,3.366838488
4.243954179,4.013888889,3.720790378,7.14806958,6.46031746,6.219931271,3.159949088,3.563492063,2.93814433
4.291047942,3.651785714,3.786941581,7.303775986,7.696428571,5.79467354,3.290623674,3.516865079,3.407216495
3.913873568,3.534722222,4.12371134,7.074671192,6.952380952,6.603092784,3.189647857,3.578373016,3.121993127
3.89520577,3.83234127,4.195876289,6.661434026,7.0625,6.10652921,3.23462028,3.189484127,3.388316151
4.241832838,3.507936508,3.610824742,7.643614765,6.638888889,6.129725086,3.165464574,3.545634921,3.070446735
4.180313958,3.926587302,4.160652921,6.593551124,7.201388889,6.169243986,3.3075944,3.572420635,2.691580756
4.189223589,3.935515873,3.689003436,6.831989818,6.790674603,6.129725086,3.254560882,3.526785714,3.015463918
4.529062367,3.80952381,3.782646048,6.482392872,7.259920635,5.988831615,3.206618583,3.261904762,3.116838488
4.170555791,3.895833333,3.925257732,6.927450148,7.038690476,5.922680412,3.467967756,3.610119048,3.104810997
4.402206194,3.849206349,3.637457045,6.653372932,7.291666667,6.538659794,3.431904964,3.573412698,2.833333333
4.266864658,3.648809524,3.463917526,7.084429359,6.968253968,6.195017182,3.211709801,3.851190476,3.18814433
4.266864658,4.303571429,4.080756014,7.039456937,7.123015873,6.059278351,3.18455664,3.55952381,3.186426117
4.265591854,3.718253968,3.999140893,6.814170556,6.849206349,6.142611684,3.701315231,3.766865079,2.93556701
3.971149767,3.8125,3.632302405,6.964361476,6.506944444,6.094501718,3.316504031,3.354166667,3.27233677
4.095884599,3.969246032,3.908075601,7.128128978,7.157738095,5.593642612,3.151039457,3.671626984,3.201030928
4.528638099,3.685515873,3.912371134,6.862537123,6.228174603,5.799828179,3.442511667,3.534722222,2.788659794
4.234196012,3.794642857,3.929553265,7.257106491,6.620039683,5.725945017,3.221892236,3.441468254,2.595360825
4.061094612,3.614087302,4.052405498,6.496817989,7.763888889,6.137457045,3.459906661,3.886904762,2.908934708
4.405600339,3.518849206,3.815292096,6.98642342,6.209325397,6.493127148,3.207891387,3.588293651,3.108247423
4.099278744,4.303571429,4.264604811,7.280441239,7.541666667,5.744845361,3.253288078,3.609126984,3.092783505
4.316079762,4.130952381,3.73024055,7.114552397,7.31547619,6.103092784,3.114128129,3.537698413,3.032646048
4.347475605,4.054563492,3.863402062,7.37802291,6.838293651,6.820446735,3.543487484,3.606150794,3.349656357
4.036062792,3.650793651,3.666666667,6.07509546,7.680555556,5.743986254,3.038608401,3.823412698,3.151202749
4.078913874,4.21031746,3.964776632,6.6058549,7.354166667,6.059278351,3.299957573,3.543650794,2.946735395
4.182011031,4.076388889,3.909793814,6.648281714,7.30952381,6.517182131,3.056003394,3.630952381,3.203608247
4.157403479,4.178571429,4.16838488,6.811624947,7.287698413,6.66838488,3.204072974,3.620039683,3.189003436
4.261349173,3.868055556,3.933848797,7.242681375,7.823412698,6.506013746,3.24140857,3.425595238,3.052405498
4.112431056,4.193452381,3.969931271,6.582095885,7.593253968,5.95532646,2.976240984,3.671626984,2.816151203
4.265591854,4.375,3.580756014,7.121340687,9.092261905,6.214776632,3.251591006,3.616071429,3.023195876
4.210012728,4.619047619,3.852233677,6.755621553,7.950396825,6.006013746,2.998727196,3.226190476,3.273195876
4.470089096,4.354166667,3.793814433,6.789563004,8.458333333,6.066151203,3.301230378,3.750992063,3.033505155
4.386084005,3.801587302,3.802405498,6.869325414,8.932539683,5.680412371,3.285956725,3.788690476,3.103092784
4.27110734,4.221230159,3.879725086,6.902842597,8.655753968,5.698453608,3.468816292,3.400793651,3.122852234
4.242681375,4.31547619,3.817010309,6.750530335,8.888888889,6.408075601,3.305048791,3.555555556,2.890034364
4.159100552,5.032738095,3.859965636,6.663979635,7.906746032,5.627147766,3.146796776,3.548611111,3.23024055
4.313958422,4.467261905,3.874570447,6.816716165,6.942460317,5.818728522,3.176919813,3.364087302,3.139175258
4.393720832,4.578373016,3.945876289,7.405176071,7.090277778,6.125429553,3.0865507,3.674603175,3.169243986
4.372083157,4.702380952,4.079037801,6.882053458,7.150793651,6.313573883,3.167161646,3.561507937,3.192439863
3.992787442,4.453373016,4.146907216,7.128128978,8.333333333,6.562714777,3.143826899,3.843253968,3.058419244
4.3075944,4.12797619,3.469931271,6.834111158,7.182539683,6.743127148,3.28256258,3.444444444,3.310137457
4.044972423,4.889880952,3.704467354,7.650403055,8.024801587,6.119415808,3.151463725,3.385912698,3.086769759
4.008909631,4.33531746,3.91838488,7.054306322,6.780753968,5.386597938,3.377598642,3.671626984,3.35395189
4.237590157,3.919642857,3.859106529,6.278744166,7.228174603,6.219072165,3.034365719,3.259920635,3.119415808
4.035214255,4.196428571,3.618556701,6.809927874,6.866071429,5.594501718,3.109885448,3.696428571,3.139175258
4.120492151,4.320436508,3.62628866,7.061943148,7.220238095,6.513745704,3.002121341,3.844246032,3.276632302
4.300806109,4.367063492,3.725085911,6.716164616,6.850198413,6.034364261,2.929995757,3.673611111,3.034364261
4.036062792,4.237103175,3.598797251,6.821383114,6.453373016,6.293814433,3.122189224,3.584325397,3.049828179
4.077216801,4.357142857,3.920962199,7.247348324,7.003968254,5.691580756,3.249893933,3.475198413,3.541237113
3.98175647,4.708333333,3.603092784,7.116673738,6.920634921,5.89604811,3.324989393,3.833333333,2.877147766
4.084853627,4.699404762,3.835910653,6.711921935,7.33531746,5.676116838,3.131947391,3.516865079,3.164089347
4.201103097,4.663690476,3.942439863,6.516758591,8.00297619,5.827319588,3.12982605,3.487103175,3.233676976
